000105PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000109SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000110PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000114SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000115PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000119SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000120PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000124SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000125PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000129SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000130PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000134SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000135PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000139SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000140PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000144SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000145PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000149SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000150PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000154SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000155PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000159SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000160PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000164SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000165PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000169SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000170PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000174SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000175PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000179SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000180PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000184SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000185PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000189SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000190PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000194SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000195PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000199SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000200PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000204SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000205PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000209SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000210PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000214SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000215PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000219SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000220PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000224SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000225PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000229SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000230PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000234SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000235PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000239SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000240PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000244SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000245PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000249SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000250PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000254SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000255PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000259SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000260PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000264SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000265PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000269SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000270PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000274SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000275PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000279SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000280PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000284SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000285PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000289SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000290PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000294SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000295PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000299SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000300PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000304SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000305PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000309SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000310PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000314SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000315PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000319SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000320PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000324SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000325PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000329SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000330PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000334SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000335PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000339SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000340PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000344SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000345PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000349SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000350PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000354SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000355PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000359SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000360PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000364SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000365PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000369SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000370PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000374SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000375PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000379SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000380PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000384SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000385PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000389SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000390PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000394SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000395PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000399SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000400PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000404SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000405PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000409SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000410PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000414SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000415PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000419SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000420PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000424SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000425PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000429SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000430PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000434SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000435PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000439SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000440PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000444SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000445PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000449SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000450PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000454SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000455PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000459SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000460PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000464SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000465PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000469SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000470PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000474SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000475PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000479SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000480PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000484SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000485PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000489SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000490PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000494SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000495PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000499SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000500PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000504SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000505PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000509SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000510PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000514SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000515PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000519SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000520PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000524SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000525PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000529SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000530PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000534SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000535PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000539SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000540PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000544SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000545PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000549SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000550PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000554SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000555PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000559SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000560PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000564SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000565PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000569SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000570PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000574SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000575PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000579SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000580PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000584SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000585PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000589SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000590PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000594SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000595PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000599SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000600PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000604SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000605PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000609SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000610PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000614SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000615PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000619SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000620PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000624SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000625PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000629SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000630PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000634SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000635PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000639SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000640PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000644SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000645PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000649SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000650PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000654SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000655PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000659SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000660PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000664SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000665PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000669SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000670PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000674SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000675PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000679SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000680PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000684SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000685PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000689SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000690PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000694SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000695PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000699SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000700PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000704SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000705PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000709SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000710PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000714SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000715PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000719SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000720PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000724SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000725PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000729SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000730PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000734SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000735PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000739SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000740PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000744SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000745PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000749SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000750PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000754SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000755PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000759SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000760PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000764SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000765PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000769SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000770PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000774SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000775PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000779SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000780PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000784SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000785PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000789SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000790PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000794SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
000795PETER     WILSON    GRD6FINANCE   20180101000550000008250000275000044000202401TX02A
000799SARAH     DAVIS     GRD2LEGAL     20220101000380000005700000190000030400202401TX01A
000800PETER     WILSON    GRD6FINANCE   20150101000550000008250000275000044000202401TX02A
000804SARAH     DAVIS     GRD2LEGAL     20190101000380000005700000190000030400202401TX01A
000805PETER     WILSON    GRD6FINANCE   20200101000550000008250000275000044000202401TX02A
000809SARAH     DAVIS     GRD2LEGAL     20160101000380000005700000190000030400202401TX01A
000810PETER     WILSON    GRD6FINANCE   20170101000550000008250000275000044000202401TX02A
000814SARAH     DAVIS     GRD2LEGAL     20210101000380000005700000190000030400202401TX01A
000815PETER     WILSON    GRD6FINANCE   20220101000550000008250000275000044000202401TX02A
000819SARAH     DAVIS     GRD2LEGAL     20180101000380000005700000190000030400202401TX01A
000820PETER     WILSON    GRD6FINANCE   20190101000550000008250000275000044000202401TX02A
000824SARAH     DAVIS     GRD2LEGAL     20150101000380000005700000190000030400202401TX01A
000825PETER     WILSON    GRD6FINANCE   20160101000550000008250000275000044000202401TX02A
000829SARAH     DAVIS     GRD2LEGAL     20200101000380000005700000190000030400202401TX01A
000830PETER     WILSON    GRD6FINANCE   20210101000550000008250000275000044000202401TX02A
000834SARAH     DAVIS     GRD2LEGAL     20170101000380000005700000190000030400202401TX01A
